,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,CDLMARUBOZU,CDL3STARSINSOUTH,CDL3OUTSIDE,CDL3WHITESOLDIERS,CDLBREAKAWAY,CDLEVENINGSTAR,CDLHAMMER,CDLHARAMICROSS,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLMORNINGDOJISTAR,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSTICKSANDWICH,CDLUNIQUE3RIVER,CDLTHRUSTING,CDLXSIDEGAP3METHODS,bull_pattern_count,bull_pattern_names,bear_pattern_count,bear_pattern_names,filtered
52570,52570,52570,52570,2023-12-21,WABC,56.2400016784668,56.2400016784668,55.43000030517578,56.06999969482422,56.06999969482422,80900,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52571,52571,52571,52571,2023-12-22,WABC,56.2599983215332,56.68000030517578,55.810001373291016,56.34999847412109,56.34999847412109,79400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,2,"CDLRICKSHAWMAN,CDLUNIQUE3RIVER",0,,1
52573,52573,52573,52573,2023-12-27,WABC,57.09999847412109,57.2599983215332,56.77000045776367,57.0099983215332,57.0099983215332,60500,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52576,52576,52576,52576,2024-01-02,WABC,56.0099983215332,57.09000015258789,56.0099983215332,56.310001373291016,56.310001373291016,82000,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
52579,52579,52579,52579,2024-01-05,WABC,55.02000045776367,55.93999862670898,54.70000076293945,54.93999862670898,54.93999862670898,127200,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLHARAMICROSS,1
52583,52583,52583,52583,2023-12-05,WAFD,29.07999992370605,29.479999542236328,28.940000534057617,29.100000381469727,29.100000381469727,332700,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
52584,52584,52584,52584,2023-12-06,WAFD,29.440000534057617,30.350000381469727,29.299999237060547,29.56999969482422,29.56999969482422,345900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52590,52590,52590,52590,2023-12-14,WAFD,32.66999816894531,33.54999923706055,31.96999931335449,32.2599983215332,32.2599983215332,561000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52591,52591,52591,52591,2023-12-15,WAFD,32.40999984741211,32.41999816894531,31.600000381469727,32.0099983215332,32.0099983215332,1520500,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52595,52595,52595,52595,2023-12-21,WAFD,32.279998779296875,32.45000076293945,31.959999084472656,32.29999923706055,32.29999923706055,216200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52604,52604,52604,52604,2024-01-05,WAFD,31.020000457763672,31.6299991607666,31.020000457763672,31.09000015258789,31.09000015258789,313700,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
52609,52609,52609,52609,2023-12-06,WAL,54.130001068115234,55.54999923706055,53.56999969482422,53.7400016784668,53.7400016784668,1679900,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52617,52617,52617,52617,2023-12-18,WAL,64.7300033569336,64.7300033569336,62.86000061035156,63.58000183105469,63.58000183105469,1212900,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52621,52621,52621,52621,2023-12-22,WAL,65.61000061035156,66.25,65.1500015258789,65.58000183105469,65.58000183105469,765900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52625,52625,52625,52625,2023-12-29,WAL,67.2300033569336,67.31999969482422,65.72000122070312,65.79000091552734,65.79000091552734,973500,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
52626,52626,52626,52626,2024-01-02,WAL,65.0999984741211,66.44999694824219,64.30999755859375,64.68000030517578,64.68000030517578,1245600,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDL3OUTSIDE,1
52631,52631,52631,52631,2023-12-01,WALD,9.75,9.989999771118164,9.43000030517578,9.710000038146973,9.710000038146973,42400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52633,52633,52633,52633,2023-12-05,WALD,9.800000190734863,9.800000190734863,9.489999771118164,9.720000267028809,9.720000267028809,37500,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52634,52634,52634,52634,2023-12-06,WALD,9.789999961853027,10.220000267028809,9.55500030517578,9.949999809265137,9.949999809265137,59800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52645,52645,52645,52645,2023-12-21,WALD,11.420000076293944,11.4399995803833,10.960000038146973,11.350000381469728,11.350000381469728,114600,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,2,"CDLHAMMER,CDLMATCHINGLOW",0,,1
52646,52646,52646,52646,2023-12-22,WALD,11.470000267028809,11.720000267028809,10.859999656677246,11.479999542236328,11.479999542236328,96400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52647,52647,52647,52647,2023-12-26,WALD,11.5,11.5,11.109999656677246,11.109999656677246,11.109999656677246,55500,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,,2,"CDLMARUBOZU,CDLSEPARATINGLINES",1
52648,52648,52648,52648,2023-12-27,WALD,11.19499969482422,11.390000343322754,11.0,11.359999656677246,11.359999656677246,39900,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52651,52651,52651,52651,2024-01-02,WALD,11.25,11.260000228881836,10.899999618530272,11.1899995803833,11.1899995803833,41600,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,CDLHARAMICROSS,0,,1
52654,52654,52654,52654,2024-01-05,WALD,10.9399995803833,11.25,10.81999969482422,10.920000076293944,10.920000076293944,40300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52656,52656,52656,52656,2023-12-01,WAT,279.75,288.9800109863281,278.010009765625,288.8500061035156,288.8500061035156,478700,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52663,52663,52663,52663,2023-12-12,WAT,297.9700012207031,299.42999267578125,293.7099914550781,297.7900085449219,297.7900085449219,388900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52665,52665,52665,52665,2023-12-14,WAT,314.7900085449219,321.3500061035156,313.6300048828125,321.3399963378906,321.3399963378906,932100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52673,52673,52673,52673,2023-12-27,WAT,332.510009765625,334.0899963378906,330.1199951171875,333.0400085449219,333.0400085449219,214900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52676,52676,52676,52676,2024-01-02,WAT,327.57000732421875,334.8699951171875,327.57000732421875,328.6199951171875,328.6199951171875,343400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
52677,52677,52677,52677,2024-01-03,WAT,327.0,327.0,305.5199890136719,305.8800048828125,305.8800048828125,654900,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
52678,52678,52678,52678,2024-01-04,WAT,303.1199951171875,308.8900146484375,303.1199951171875,307.3699951171875,307.3699951171875,374400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,,1,CDLTHRUSTING,1
52680,52680,52680,52680,2024-01-08,WAT,305.2799987792969,312.04998779296875,305.2799987792969,311.739990234375,311.739990234375,462600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52682,52682,52682,52682,2023-12-04,WBA,20.71999931335449,21.07999992370605,20.520000457763672,20.790000915527344,20.790000915527344,9655400,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHAMMER,CDLRICKSHAWMAN",0,,1
52686,52686,52686,52686,2023-12-08,WBA,22.950000762939453,23.420000076293945,22.71999931335449,23.15999984741211,23.15999984741211,17559000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52688,52688,52688,52688,2023-12-12,WBA,23.0,23.670000076293945,22.600000381469727,22.93000030517578,22.93000030517578,18757000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52690,52690,52690,52690,2023-12-14,WBA,25.0,25.8700008392334,24.940000534057617,25.13999938964844,25.13999938964844,23083600,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52693,52693,52693,52693,2023-12-19,WBA,25.0,26.07999992370605,24.96999931335449,26.030000686645508,26.030000686645508,12503500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52699,52699,52699,52699,2023-12-28,WBA,26.59000015258789,27.020000457763672,26.38999938964844,26.600000381469727,26.600000381469727,7899900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52703,52703,52703,52703,2024-01-04,WBA,24.190000534057617,24.299999237060547,22.57999992370605,24.26000022888184,24.26000022888184,60606700,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52709,52709,52709,52709,2023-12-06,WBD,11.029999732971191,11.279999732971191,10.890000343322754,10.920000076293944,10.920000076293944,15783100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52715,52715,52715,52715,2023-12-14,WBD,12.109999656677246,12.699999809265137,12.079999923706056,12.489999771118164,12.489999771118164,35317300,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52717,52717,52717,52717,2023-12-18,WBD,12.31999969482422,12.34000015258789,11.9399995803833,11.970000267028809,11.970000267028809,19202800,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
52720,52720,52720,52720,2023-12-21,WBD,11.8100004196167,11.84000015258789,10.920000076293944,11.489999771118164,11.489999771118164,46101300,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52723,52723,52723,52723,2023-12-27,WBD,11.470000267028809,11.5600004196167,11.289999961853027,11.489999771118164,11.489999771118164,20714200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52734,52734,52734,52734,2023-12-06,WBS,47.34000015258789,48.310001373291016,46.65999984741211,46.70000076293945,46.70000076293945,989100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52735,52735,52735,52735,2023-12-07,WBS,47.02999877929688,47.25,46.630001068115234,46.9900016784668,46.9900016784668,912200,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
52745,52745,52745,52745,2023-12-21,WBS,50.84999847412109,51.130001068115234,50.31999969482422,50.77999877929688,50.77999877929688,751000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52753,52753,52753,52753,2024-01-04,WBS,49.130001068115234,50.650001525878906,48.970001220703125,50.22999954223633,50.22999954223633,1239000,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,CDLPIERCING,0,,1
52760,52760,52760,52760,2023-12-07,WCC,158.27000427246094,158.9499969482422,157.07000732421875,157.6999969482422,157.6999969482422,311000,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52762,52762,52762,52762,2023-12-11,WCC,160.9199981689453,166.6300048828125,160.9199981689453,166.38999938964844,166.38999938964844,359400,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"CDLMARUBOZU,CDL3OUTSIDE",0,,1
52768,52768,52768,52768,2023-12-19,WCC,176.00999450683594,177.30999755859375,175.16000366210938,175.94000244140625,175.94000244140625,308100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52771,52771,52771,52771,2023-12-22,WCC,175.75,177.72000122070312,174.6999969482422,176.17999267578125,176.17999267578125,149100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52772,52772,52772,52772,2023-12-26,WCC,176.64999389648438,177.55999755859375,175.80999755859375,176.3300018310547,176.3300018310547,154900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52774,52774,52774,52774,2023-12-28,WCC,175.00999450683594,177.4199981689453,174.83999633789062,177.07000732421875,177.07000732421875,281500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52781,52781,52781,52781,2023-12-01,WCN,135.52000427246094,139.75999450683594,135.5,139.6300048828125,139.6300048828125,1939200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52782,52782,52782,52782,2023-12-04,WCN,139.52999877929688,140.67999267578125,138.94000244140625,139.83999633789062,139.83999633789062,1157800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52783,52783,52783,52783,2023-12-05,WCN,140.16000366210938,140.5399932861328,138.99000549316406,140.1199951171875,140.1199951171875,1115000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52786,52786,52786,52786,2023-12-08,WCN,138.57000732421875,138.83999633789062,137.41000366210938,138.3300018310547,138.3300018310547,499700,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,2,"CDLMATCHINGLOW,CDLRICKSHAWMAN",0,,1
52788,52788,52788,52788,2023-12-12,WCN,142.0800018310547,145.6199951171875,141.5500030517578,145.5500030517578,145.5500030517578,1486500,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52792,52792,52792,52792,2023-12-18,WCN,146.08999633789062,148.1699981689453,145.72000122070312,147.4499969482422,147.4499969482422,1205500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,,1,CDLXSIDEGAP3METHODS,1
52796,52796,52796,52796,2023-12-22,WCN,147.72000122070312,148.2100067138672,147.2899932861328,147.3300018310547,147.3300018310547,732700,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52803,52803,52803,52803,2024-01-04,WCN,147.88999938964844,148.47000122070312,147.27000427246094,147.47999572753906,147.47999572753906,995000,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52812,52812,52812,52812,2023-12-11,WD,94.0,95.9800033569336,93.79000091552734,95.83999633789062,95.83999633789062,203800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52817,52817,52817,52817,2023-12-18,WD,104.47000122070312,104.47000122070312,102.98999786376952,103.79000091552734,103.79000091552734,174000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52821,52821,52821,52821,2023-12-22,WD,107.56999969482422,108.66999816894533,106.6500015258789,107.7699966430664,107.7699966430664,191800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52822,52822,52822,52822,2023-12-26,WD,107.68000030517578,110.63999938964844,107.68000030517578,110.33999633789062,110.33999633789062,216800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52823,52823,52823,52823,2023-12-27,WD,110.79000091552734,113.19000244140624,110.63999938964844,113.1500015258789,113.1500015258789,233600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52832,52832,52832,52832,2023-12-04,WDAY,269.2699890136719,272.8999938964844,265.29998779296875,269.2200012207031,269.2200012207031,3375000,0,0,0,0,0,0,0,-100,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,1,CDLHARAMICROSS,1
52842,52842,52842,52842,2023-12-18,WDAY,272.3699951171875,275.1199951171875,271.8699951171875,272.75,272.75,1317100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52844,52844,52844,52844,2023-12-20,WDAY,272.70001220703125,275.20001220703125,270.0899963378906,270.1499938964844,270.1499938964844,1369000,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,,1,CDLRISEFALL3METHODS,1
52845,52845,52845,52845,2023-12-21,WDAY,272.510009765625,273.3299865722656,270.2699890136719,272.8999938964844,272.8999938964844,1201300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52854,52854,52854,52854,2024-01-05,WDAY,264.5199890136719,268.2799987792969,264.1400146484375,265.79998779296875,265.79998779296875,1781200,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
52857,52857,52857,52857,2023-12-04,WDC,47.68000030517578,48.02999877929688,46.900001525878906,47.470001220703125,47.470001220703125,3844000,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHAMMER,CDLRICKSHAWMAN",0,,1
52859,52859,52859,52859,2023-12-06,WDC,47.790000915527344,48.650001525878906,46.77000045776367,46.81999969482422,46.81999969482422,3429100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52860,52860,52860,52860,2023-12-07,WDC,47.380001068115234,47.72999954223633,46.75,47.310001373291016,47.310001373291016,3807300,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHAMMER,CDLRICKSHAWMAN",0,,1
52862,52862,52862,52862,2023-12-11,WDC,48.43000030517578,49.68000030517578,48.38999938964844,49.2400016784668,49.2400016784668,6057800,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52867,52867,52867,52867,2023-12-18,WDC,50.56999969482422,50.900001525878906,50.27999877929688,50.52000045776367,50.52000045776367,3150400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52869,52869,52869,52869,2023-12-20,WDC,50.84000015258789,50.869998931884766,49.36000061035156,49.40999984741211,49.40999984741211,5201800,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
52872,52872,52872,52872,2023-12-26,WDC,52.7400016784668,53.209999084472656,52.68000030517578,52.7599983215332,52.7599983215332,2010800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52877,52877,52877,52877,2024-01-03,WDC,50.09000015258789,50.90999984741211,50.0,50.34000015258789,50.34000015258789,5918000,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
52880,52880,52880,52880,2024-01-08,WDC,50.13999938964844,50.65999984741211,50.04999923706055,50.18999862670898,50.18999862670898,3390200,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52888,52888,52888,52888,2023-12-12,WDFC,238.8999938964844,239.759994506836,237.2100067138672,238.3999938964844,238.3999938964844,68000,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52895,52895,52895,52895,2023-12-21,WDFC,237.77999877929688,238.509994506836,235.42999267578125,237.6699981689453,237.6699981689453,139000,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
52896,52896,52896,52896,2023-12-22,WDFC,239.27999877929688,240.8000030517578,237.4100036621093,239.92999267578125,239.92999267578125,62100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,CDLUNIQUE3RIVER,0,,1
52901,52901,52901,52901,2024-01-02,WDFC,237.0599975585937,244.7100067138672,237.0599975585937,241.38999938964844,241.38999938964844,196000,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,CDLPIERCING,0,,1
52903,52903,52903,52903,2024-01-04,WDFC,235.0,237.3800048828125,233.009994506836,234.13999938964844,234.13999938964844,117700,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52905,52905,52905,52905,2024-01-08,WDFC,232.19000244140625,238.13999938964844,232.19000244140625,237.8300018310547,237.8300018310547,210700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52910,52910,52910,52910,2023-12-07,WEC,85.0,85.55999755859375,84.31999969482422,85.0,85.0,1725900,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52913,52913,52913,52913,2023-12-12,WEC,84.41999816894531,84.41999816894531,82.83999633789062,83.02999877929688,83.02999877929688,2907200,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
52915,52915,52915,52915,2023-12-14,WEC,87.52999877929688,87.66000366210938,84.45999908447266,84.62000274658203,84.62000274658203,3011600,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
52917,52917,52917,52917,2023-12-18,WEC,82.83000183105469,83.13999938964844,81.9000015258789,82.37999725341797,82.37999725341797,2842000,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52919,52919,52919,52919,2023-12-20,WEC,83.48999786376953,83.62999725341797,81.76000213623047,81.79000091552734,81.79000091552734,2853300,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,CDLMARUBOZU,1
52921,52921,52921,52921,2023-12-22,WEC,82.9800033569336,83.7699966430664,82.7300033569336,82.94000244140625,82.94000244140625,1419800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52923,52923,52923,52923,2023-12-27,WEC,83.54000091552734,83.69999694824219,83.05000305175781,83.44999694824219,83.44999694824219,1564400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52925,52925,52925,52925,2023-12-29,WEC,83.70999908447266,84.31999969482422,83.55999755859375,84.16999816894531,84.16999816894531,1362600,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52935,52935,52935,52935,2023-12-07,WELL,87.68000030517578,87.76000213623047,86.94999694824219,87.51000213623047,87.51000213623047,2512300,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLHAMMER,0,,1
52936,52936,52936,52936,2023-12-08,WELL,87.0,88.04000091552734,86.80999755859375,87.72000122070312,87.72000122070312,2072800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,CDLUNIQUE3RIVER,0,,1
52937,52937,52937,52937,2023-12-11,WELL,87.58999633789062,88.18000030517578,87.27999877929688,88.06999969482422,88.06999969482422,2220000,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDL3OUTSIDE,0,,1
52940,52940,52940,52940,2023-12-14,WELL,91.98999786376952,93.41999816894533,90.97000122070312,91.87000274658205,91.87000274658205,5067600,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52943,52943,52943,52943,2023-12-19,WELL,90.38999938964844,91.06999969482422,90.08000183105467,90.29000091552734,90.29000091552734,2124700,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2,"CDLHARAMICROSS,CDLRICKSHAWMAN",0,,1
52950,52950,52950,52950,2023-12-29,WELL,90.62999725341795,91.1999969482422,90.05999755859375,90.16999816894533,90.16999816894533,2331400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,CDLINVERTEDHAMMER,0,,1
52951,52951,52951,52951,2024-01-02,WELL,90.30999755859376,90.62999725341795,89.79000091552734,90.23999786376952,90.23999786376952,1906300,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52956,52956,52956,52956,2023-12-01,WEN,18.71999931335449,19.59000015258789,18.64999961853028,19.540000915527344,19.540000915527344,6010300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CDLMARUBOZU,0,,1
52959,52959,52959,52959,2023-12-06,WEN,19.420000076293945,19.5,19.25,19.280000686645508,19.280000686645508,1633100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52961,52961,52961,52961,2023-12-08,WEN,19.200000762939453,19.290000915527344,19.06999969482422,19.1299991607666,19.1299991607666,1602600,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,CDLMATCHINGLOW,0,,1
52966,52966,52966,52966,2023-12-15,WEN,20.420000076293945,20.489999771118164,19.82999992370605,19.93000030517578,19.93000030517578,3849700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,CDLXSIDEGAP3METHODS,0,,1
52971,52971,52971,52971,2023-12-22,WEN,19.81999969482422,19.950000762939453,19.600000381469727,19.790000915527344,19.790000915527344,1664100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
52972,52972,52972,52972,2023-12-26,WEN,19.850000381469727,19.950000762939453,19.729999542236328,19.8700008392334,19.8700008392334,1562800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,CDLRICKSHAWMAN,0,,1
