CI,Cigna Group,Healthcare,Healthcare Plans,USA
CIEN,CIENA Corp.,Technology,Communication Equipment,USA
CIGI,Colliers International Group Inc,Real Estate,Real Estate Services,Canada
CIM,Chimera Investment Corp,Real Estate,REIT - Mortgage,USA
CINF,Cincinnati Financial Corp.,Financial,Insurance - Property & Casualty,USA
CIVI,Civitas Resources Inc,Energy,Oil & Gas E&P,USA
CL,Colgate-Palmolive Co.,Consumer Defensive,Household & Personal Products,USA
CLBK,Columbia Financial,,,
CLDX,Celldex Therapeutics Inc.,Healthcare,Biotechnology,USA
CLF,Cleveland-Cliffs Inc,Basic Materials,Steel,USA
CLH,Clean Harbors,,,
CLMT,Calumet Specialty Products Partners L.P.,Energy,Oil & Gas E&P,USA
CLS,Celestica,,,
CLSK,Cleanspark Inc,Financial,Capital Markets,USA
CLVT,Clarivate Plc,Technology,Information Technology Services,United Kingdom
CLX,Clorox Co.,Consumer Defensive,Household & Personal Products,USA
CM,Canadian Imperial Bank Of Commerce,Financial,Banks - Diversified,Canada
CMA,Comerica,,,
CMC,Commercial Metals Co.,Basic Materials,Steel,USA
CMCO,Columbus Mckinnon Corp.,Industrials,Farm & Heavy Construction Machinery,USA
CMCSA,Comcast Corp,Communication Services,Telecom Services,USA
CME,CME Group Inc,Financial,Financial Data & Stock Exchanges,USA
CMG,Chipotle Mexican Grill,Consumer Cyclical,Restaurants,USA
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,USA
CMPR,Cimpress plc,Communication Services,Advertising Agencies,Ireland
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,USA
CMTG,Claros Mortgage Trust Inc,Real Estate,REIT - Mortgage,USA
CNA,CNA Financial Corp.,Financial,Insurance - Property & Casualty,USA
CNC,Centene Corp.,Healthcare,Healthcare Plans,USA
CNHI,CNH Industrial NV,Industrials,Farm & Heavy Construction Machinery,United Kingdom
CNI,Canadian National Railway Co.,Industrials,Railroads,Canada
CNK,Cinemark Holdings Inc,Communication Services,Entertainment,USA
CNM,Core & Main Inc,Industrials,Industrial Distribution,USA
CNMD,Conmed Corp.,Healthcare,Medical Devices,USA
CNNE,Cannae Holdings Inc,Consumer Cyclical,Restaurants,USA
CNO,CNO Financial Group Inc,Financial,Insurance - Life,USA
CNP,Centerpoint Energy Inc.,Utilities,Utilities - Regulated Electric,USA
CNQ,Canadian Natural Resources Ltd.,Energy,Oil & Gas E&P,Canada
CNS,Cohen & Steers Inc.,Financial,Asset Management,USA
CNX,CNX Resources Corp,Energy,Oil & Gas E&P,USA
CNXC,Concentrix Corp.,Technology,Information Technology Services,USA
CNXN,PC Connection,,,
COCO,Vita Coco Company Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA
CODI,Compass Diversified Holdings,Industrials,Conglomerates,USA
COF,Capital One Financial Corp.,Financial,Credit Services,USA
COHR,Coherent Corp,Technology,Scientific & Technical Instruments,USA
COHU,Cohu,,,
COIN,Coinbase Global Inc,Financial,Financial Data & Stock Exchanges,USA
COKE,Coca-Cola Consolidated Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA
COLB,Columbia Banking System,,,
COLD,Americold Realty Trust Inc,Real Estate,REIT - Industrial,USA
COLL,Collegium Pharmaceutical Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
COLM,Columbia Sportswear Co.,Consumer Cyclical,Apparel Manufacturing,USA
COMP,Compass Inc,Real Estate,Real Estate Services,USA
COO,Cooper Companies,,,
COOP,Mr. Cooper Group Inc,Financial,Mortgage Finance,USA
COP,Conoco Phillips,Energy,Oil & Gas E&P,USA
COR,Cencora Inc.,Healthcare,Medical Distribution,USA
CORT,Corcept Therapeutics Inc,Healthcare,Biotechnology,USA
COST,Costco Wholesale Corp,Consumer Defensive,Discount Stores,USA
COTY,Coty Inc,Consumer Defensive,Household & Personal Products,USA
COUR,Coursera Inc,Consumer Defensive,Education & Training Services,USA
CP,Canadian Pacific Kansas City Limited,Industrials,Railroads,Canada
CPB,Campbell Soup Co.,Consumer Defensive,Packaged Foods,USA
CPE,Callon Petroleum Co.,Energy,Oil & Gas E&P,USA
CPG,Crescent Point Energy Corp,Energy,Oil & Gas E&P,Canada
CPK,Chesapeake Utilities Corp,Utilities,Utilities - Regulated Gas,USA
CPNG,Coupang Inc,Consumer Cyclical,Internet Retail,USA
CPRI,Capri Holdings Ltd,Consumer Cyclical,Luxury Goods,United Kingdom
CPRT,Copart,,,
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,Biotechnology,USA
CPT,Camden Property Trust,Real Estate,REIT - Residential,USA
CQP,Cheniere Energy Partners LP,Energy,Oil & Gas Midstream,USA
CR,Crane Co,Industrials,Specialty Industrial Machinery,USA
CRBG,Corebridge Financial Inc.,Financial,Asset Management,USA
CRC,California Resources Corporation,Energy,Oil & Gas E&P,USA
CRCT,Cricut Inc,Technology,Computer Hardware,USA
CRGY,Crescent Energy Co.,Energy,Oil & Gas E&P,USA
CRH,CRH Plc,Basic Materials,Building Materials,Ireland
CRI,Carters Inc,Consumer Cyclical,Apparel Retail,USA
CRK,Comstock Resources,,,
CRL,Charles River Laboratories International Inc.,Healthcare,Diagnostics & Research,USA
CRM,Salesforce Inc,Technology,Software - Application,USA
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,Biotechnology,USA
CROX,Crocs Inc,Consumer Cyclical,Footwear & Accessories,USA
CRS,Carpenter Technology Corp.,Industrials,Metal Fabrication,USA
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,Switzerland
CRSR,Corsair Gaming Inc,Technology,Computer Hardware,USA
CRTO,Criteo S.A ADR,Communication Services,Advertising Agencies,France
CRUS,Cirrus Logic,,,
CRVL,Corvel Corp.,Financial,Insurance Brokers,USA
CRWD,Crowdstrike Holdings Inc,Technology,Software - Infrastructure,USA
CSCO,Cisco Systems,,,
CSGP,Costar Group,,,
CSGS,CSG Systems International Inc.,Technology,Software - Infrastructure,USA
CSIQ,Canadian Solar Inc,Technology,Solar,Canada
CSL,Carlisle Companies Inc.,Industrials,Building Products & Equipment,USA
CSTM,Constellium SE,Basic Materials,Aluminum,France
CSWC,Capital Southwest Corp.,Financial,Asset Management,USA
CSWI,CSW Industrials Inc,Industrials,Specialty Industrial Machinery,USA
CSX,CSX Corp.,Industrials,Railroads,USA
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA
CTKB,Cytek BioSciences Inc,Healthcare,Medical Devices,USA
CTLT,Catalent Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
CTOS,Custom Truck One Source Inc,Industrials,Rental & Leasing Services,USA
CTRA,Coterra Energy Inc,Energy,Oil & Gas E&P,USA
CTRE,CareTrust REIT Inc,Real Estate,REIT - Healthcare Facilities,USA
CTS,CTS Corp.,Technology,Electronic Components,USA
CTSH,Cognizant Technology Solutions Corp.,Technology,Information Technology Services,USA
CTVA,Corteva Inc,Basic Materials,Agricultural Inputs,USA
CUBE,CubeSmart,Real Estate,REIT - Industrial,USA
CUBI,Customers Bancorp Inc,Financial,Banks - Regional,USA
CUK,Carnival plc ADR,Consumer Cyclical,Travel Services,United Kingdom
CUZ,Cousins Properties Inc.,Real Estate,REIT - Office,USA
CVBF,CVB Financial Corp.,Financial,Banks - Regional,USA
CVCO,Cavco Industries Inc,Consumer Cyclical,Residential Construction,USA
CVE,Cenovus Energy Inc,Energy,Oil & Gas Integrated,Canada
CVI,CVR Energy Inc,Energy,Oil & Gas Refining & Marketing,USA
CVLT,Commvault Systems Inc,Technology,Software - Application,USA
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,USA
CVS,CVS Health Corp,Healthcare,Healthcare Plans,USA
CVX,Chevron Corp.,Energy,Oil & Gas Integrated,USA
CW,Curtiss-Wright Corp.,Industrials,Aerospace & Defense,USA
CWAN,Clearwater Analytics Holdings Inc,Technology,Software - Application,USA
CWEN,Clearway Energy Inc,Utilities,Utilities - Renewable,USA
CWEN-A,Clearway Energy Inc,Utilities,Utilities - Renewable,USA
CWH,Camping World Holdings Inc,Consumer Cyclical,Auto & Truck Dealerships,USA
CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom
CWST,Casella Waste Systems,,,
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,USA
CXM,Sprinklr Inc,Technology,Software - Application,USA
CXT,Crane NXT Co,Industrials,Specialty Industrial Machinery,USA
CXW,CoreCivic Inc,Industrials,Security & Protection Services,USA
CYTK,Cytokinetics Inc,Healthcare,Biotechnology,USA
CZR,Caesars Entertainment Inc,Consumer Cyclical,Resorts & Casinos,USA
D,Dominion Energy Inc,Utilities,Utilities - Regulated Electric,USA
DAC,Danaos Corporation,Industrials,Marine Shipping,Greece
DAL,Delta Air Lines,,,
DAN,Dana Inc,Consumer Cyclical,Auto Parts,USA
DAR,Darling Ingredients Inc,Consumer Defensive,Packaged Foods,USA
DASH,DoorDash Inc,Communication Services,Internet Content & Information,USA
DAVA,Endava plc ADR,Technology,Software - Infrastructure,United Kingdom
DAWN,Day One Biopharmaceuticals Inc,Healthcare,Biotechnology,USA
DB,Deutsche Bank AG,Financial,Banks - Regional,Germany
DBD,Diebold Nixdorf Inc,Technology,Software - Application,USA
DBRG,DigitalBridge Group Inc,Real Estate,Real Estate Services,USA
DBX,Dropbox Inc,Technology,Software - Infrastructure,USA
DCBO,Docebo Inc,Technology,Software - Application,Canada
DCI,Donaldson Co. Inc.,Industrials,Specialty Industrial Machinery,USA
DCPH,Deciphera Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
DD,DuPont de Nemours Inc,Basic Materials,Specialty Chemicals,USA
DDOG,Datadog Inc,Technology,Software - Application,USA
DDS,Dillard's Inc.,Consumer Cyclical,Department Stores,USA
DE,Deere & Co.,Industrials,Farm & Heavy Construction Machinery,USA
DEA,Easterly Government Properties Inc,Real Estate,REIT - Office,USA
DECK,Deckers Outdoor Corp.,Consumer Cyclical,Footwear & Accessories,USA
DEI,Douglas Emmett Inc,Real Estate,REIT - Office,USA
DELL,Dell Technologies Inc,Technology,Computer Hardware,USA
DEO,Diageo plc ADR,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom
DFH,Dream Finders Homes Inc,Consumer Cyclical,Residential Construction,USA
DFIN,Donnelley Financial Solutions Inc,Financial,Capital Markets,USA
DFS,Discover Financial Services,Financial,Credit Services,USA
DG,Dollar General Corp.,Consumer Defensive,Discount Stores,USA
DGX,Quest Diagnostics,,,
DH,Definitive Healthcare Corp,Healthcare,Health Information Services,USA
DHI,D.R. Horton Inc.,Consumer Cyclical,Residential Construction,USA
DHR,Danaher Corp.,Healthcare,Diagnostics & Research,USA
DINO,HF Sinclair Corp.,Energy,Oil & Gas Refining & Marketing,USA
DIOD,Diodes,,,
DIS,Walt Disney Co,Communication Services,Entertainment,USA
DK,Delek US Holdings Inc,Energy,Oil & Gas Refining & Marketing,USA
DKL,Delek Logistics Partners LP,Energy,Oil & Gas Refining & Marketing,USA
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USA
DKS,Dicks Sporting Goods,,,
DLB,Dolby Laboratories Inc,Industrials,Specialty Business Services,USA
DLO,DLocal Limited,Technology,Software - Infrastructure,USA
DLR,Digital Realty Trust Inc,Real Estate,REIT - Specialty,USA
DLTR,Dollar Tree Inc,Consumer Defensive,Discount Stores,USA
DMLP,Dorchester Minerals,,,
DNA,Ginkgo Bioworks Holdings Inc,Healthcare,Biotechnology,USA
DNB,Dun & Bradstreet Holdings Inc,Financial,Financial Data & Stock Exchanges,USA
DNLI,Denali Therapeutics Inc,Healthcare,Biotechnology,USA
DNN,Denison Mines Corp,Energy,Uranium,Canada
DNOW,NOW Inc,Energy,Oil & Gas Equipment & Services,USA
DNUT,Krispy Kreme Inc,Consumer Defensive,Grocery Stores,USA
DO,Diamond Offshore Drilling,,,
DOC,Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities,USA
DOCN,DigitalOcean Holdings Inc,Technology,Software - Infrastructure,USA
DOCS,Doximity Inc,Healthcare,Health Information Services,USA
DOCU,DocuSign Inc,Technology,Software - Application,USA
DOLE,Dole plc,Consumer Defensive,Farm Products,Ireland
DOOO,BRP Inc,Consumer Cyclical,Recreational Vehicles,Canada
DOOR,Masonite International Corp,Industrials,Building Products & Equipment,USA
DORM,Dorman Products Inc,Consumer Cyclical,Auto Parts,USA
DOV,Dover Corp.,Industrials,Specialty Industrial Machinery,USA
DOW,Dow Inc,Basic Materials,Chemicals,USA
DOX,Amdocs Ltd,Technology,Software - Infrastructure,USA
DPZ,Dominos Pizza Inc,Consumer Cyclical,Restaurants,USA
DRH,Diamondrock Hospitality Co.,Real Estate,REIT - Hotel & Motel,USA
DRI,Darden Restaurants,,,
DRS,Leonardo DRS Inc.,Industrials,Aerospace & Defense,USA
DRVN,Driven Brands Holdings Inc,Consumer Cyclical,Auto & Truck Dealerships,USA
DSGR,Distribution Solutions Group Inc,Industrials,Industrial Distribution,USA
DSGX,Descartes Systems Group Inc,Technology,Software - Application,Canada
DT,Dynatrace Inc,Technology,Software - Application,USA
DTE,DTE Energy Co.,Utilities,Utilities - Regulated Electric,USA
DTM,DT Midstream Inc,Energy,Oil & Gas Midstream,USA
DUK,Duke Energy Corp.,Utilities,Utilities - Regulated Electric,USA
DUOL,Duolingo Inc,Technology,Software - Application,USA
DV,DoubleVerify Holdings Inc,Technology,Software - Application,USA
DVA,DaVita Inc,Healthcare,Medical Care Facilities,USA
DVAX,Dynavax Technologies Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
DVN,Devon Energy Corp.,Energy,Oil & Gas E&P,USA
DXC,DXC Technology Co,Technology,Information Technology Services,USA
DXCM,Dexcom Inc,Healthcare,Medical Devices,USA
DY,Dycom Industries,,,
DYN,Dyne Therapeutics Inc,Healthcare,Biotechnology,USA
E,Eni Spa ADR,Energy,Oil & Gas Integrated,Italy
EA,Electronic Arts,,,
EAT,Brinker International,,,
EBAY,EBay Inc.,Consumer Cyclical,Internet Retail,USA
EBC,Eastern Bankshares Inc.,Financial,Banks - Regional,USA
ECL,Ecolab,,,
ECPG,Encore Capital Group,,,
ECVT,Ecovyst Inc,Basic Materials,Specialty Chemicals,USA
ED,Consolidated Edison,,,
EDR,Endeavor Group Holdings Inc,Communication Services,Entertainment,USA
EE,Excelerate Energy Inc,Energy,Oil & Gas Midstream,USA
EEFT,Euronet Worldwide Inc,Technology,Software - Infrastructure,USA
EFSC,Enterprise Financial Services Corp.,Financial,Banks - Regional,USA
EFX,Equifax,,,
EGO,Eldorado Gold Corp.,Basic Materials,Gold,Canada
EGP,Eastgroup Properties,,,
EHC,Encompass Health Corp,Healthcare,Medical Care Facilities,USA
EIX,Edison International,Utilities,Utilities - Regulated Electric,USA
EL,Estee Lauder Cos.,,,
ELAN,Elanco Animal Health Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
ELF,e.l.f. Beauty Inc,Consumer Defensive,Household & Personal Products,USA
ELME,Elme Communities,Real Estate,REIT - Residential,USA
ELS,Equity Lifestyle Properties Inc.,Real Estate,REIT - Residential,USA
ELV,Elevance Health Inc,Healthcare,Healthcare Plans,USA
EMBC,Embecta Corp,Healthcare,Medical Instruments & Supplies,USA
EME,Emcor Group,,,
EMN,Eastman Chemical Co,Basic Materials,Specialty Chemicals,USA
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,USA
ENB,Enbridge Inc,Energy,Oil & Gas Midstream,Canada
ENLC,Enlink Midstream LLC,Energy,Oil & Gas Midstream,USA
ENOV,Enovis Corp,Industrials,Specialty Industrial Machinery,USA
ENPH,Enphase Energy Inc,Technology,Solar,USA
ENR,Energizer Holdings Inc,Industrials,Electrical Equipment & Parts,USA
ENS,Enersys,Industrials,Electrical Equipment & Parts,USA
ENSG,Ensign Group Inc,Healthcare,Medical Care Facilities,USA
ENTG,Entegris Inc,Technology,Semiconductor Equipment & Materials,USA
ENV,Envestnet Inc.,Technology,Software - Application,USA
ENVA,Enova International Inc.,Financial,Credit Services,USA
ENVX,Enovix Corporation,Industrials,Electrical Equipment & Parts,USA
EOG,EOG Resources,,,
EPAC,Enerpac Tool Group Corp,Industrials,Specialty Industrial Machinery,USA
EPAM,EPAM Systems Inc,Technology,Information Technology Services,USA
EPC,Edgewell Personal Care Co,Consumer Defensive,Household & Personal Products,USA
EPD,Enterprise Products Partners L P,Energy,Oil & Gas Midstream,USA
EPR,EPR Properties,Real Estate,REIT - Specialty,USA
EPRT,Essential Properties Realty Trust Inc,Real Estate,REIT - Diversified,USA
EQC,Equity Commonwealth,Real Estate,REIT - Office,USA
EQH,Equitable Holdings Inc,Financial,Insurance - Diversified,USA
EQIX,Equinix Inc,Real Estate,REIT - Specialty,USA
EQNR,Equinor ASA ADR,Energy,Oil & Gas Integrated,Norway
EQR,Equity Residential Properties Trust,Real Estate,REIT - Residential,USA
EQT,EQT Corp,Energy,Oil & Gas E&P,USA
EQX,Equinox Gold Corp,Basic Materials,Gold,Canada
ERF,Enerplus Corporation,Energy,Oil & Gas E&P,Canada
ERIC,Telefonaktiebolaget L M Ericsson ADR,Technology,Communication Equipment,Sweden
ERIE,Erie Indemnity Co.,Financial,Insurance Brokers,USA
ERO,Ero Copper Corp,Basic Materials,Copper,Canada
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,USA
ESAB,ESAB Corp,Industrials,Metal Fabrication,USA
ESBA,Empire State Realty OP LP,Real Estate,REIT - Office,USA
ESE,Esco Technologies,,,
ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,USA
ESMT,Engagesmart Inc,Technology,Software - Infrastructure,USA
ESRT,Empire State Realty Trust Inc,Real Estate,REIT - Diversified,USA
ESS,Essex Property Trust,,,
ESTC,Elastic N.V,Technology,Software - Application,USA
ET,Energy Transfer LP,Energy,Oil & Gas Midstream,USA
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland
ETNB,89bio Inc,Healthcare,Biotechnology,USA
ETR,Entergy Corp.,Utilities,Utilities - Regulated Electric,USA
ETRN,Equitrans Midstream Corporation,Energy,Oil & Gas Midstream,USA
ETSY,Etsy Inc,Consumer Cyclical,Internet Retail,USA
ETWO,E2open Parent Holdings Inc,Technology,Software - Application,USA
EURN,Euronav NV,Energy,Oil & Gas Midstream,Belgium
EVCM,EverCommerce Inc,Technology,Software - Infrastructure,USA
EVEX,Eve Holding Inc,Industrials,Aerospace & Defense,USA
EVH,Evolent Health Inc,Healthcare,Health Information Services,USA
EVO,Evotec SE ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Germany
EVR,Evercore Inc,Financial,Capital Markets,USA
EVRG,Evergy Inc,Utilities,Utilities - Regulated Electric,USA
EVTC,Evertec Inc,Technology,Software - Infrastructure,USA
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,USA
EWBC,East West Bancorp,,,
EXAS,Exact Sciences Corp.,Healthcare,Diagnostics & Research,USA
EXC,Exelon Corp.,Utilities,Utilities - Regulated Electric,USA
EXEL,Exelixis Inc,Healthcare,Biotechnology,USA
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA
EXP,Eagle Materials Inc.,Basic Materials,Building Materials,USA
EXPD,Expeditors International Of Washington,,,
EXPE,Expedia Group Inc,Consumer Cyclical,Travel Services,USA
EXPI,eXp World Holdings Inc,Real Estate,Real Estate Services,USA
EXPO,Exponent Inc.,Industrials,Engineering & Construction,USA
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA
EXTR,Extreme Networks Inc.,Technology,Communication Equipment,USA
EYE,National Vision Holdings Inc,Consumer Cyclical,Specialty Retail,USA
F,Ford Motor Co.,Consumer Cyclical,Auto Manufacturers,USA
FA,First Advantage Corp.,Industrials,Specialty Business Services,USA
FAF,First American Financial Corp,Financial,Insurance - Specialty,USA
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA
FAST,Fastenal Co.,Industrials,Industrial Distribution,USA
FBIN,Fortune Brands Innovations Inc,Industrials,Building Products & Equipment,USA
FBK,FB Financial Corp,Financial,Banks - Regional,USA
FBNC,First Bancorp,Financial,Banks - Regional,USA
FBP,First Bancorp PR,Financial,Banks - Regional,USA
FBRT,Franklin BSP Realty Trust Inc.,Real Estate,REIT - Mortgage,USA
FCF,First Commonwealth Financial Corp.,Financial,Banks - Regional,USA
FCFS,FirstCash Holdings Inc,Financial,Credit Services,USA
FCN,FTI Consulting Inc.,Industrials,Consulting Services,USA
FCNCA,First Citizens Bancshares,,,
FCPT,Four Corners Property Trust Inc,Real Estate,REIT - Retail,USA
FCX,Freeport-McMoRan Inc,Basic Materials,Copper,USA
FDP,Fresh Del Monte Produce Inc,Consumer Defensive,Farm Products,USA
FDS,Factset Research Systems Inc.,Financial,Financial Data & Stock Exchanges,USA
FDX,Fedex Corp,Industrials,Integrated Freight & Logistics,USA
FE,Firstenergy Corp.,Utilities,Utilities - Regulated Electric,USA
FELE,Franklin Electric Co.,,,
FERG,Ferguson Plc.,Industrials,Industrial Distribution,United Kingdom
FFBC,First Financial Bancorp,Financial,Banks - Regional,USA
FFIN,First Financial Bankshares,,,
FFIV,F5 Inc,Technology,Software - Infrastructure,USA
FG,F&G Annuities & Life Inc,Financial,Insurance - Life,USA
FHB,First Hawaiian INC,Financial,Banks - Regional,USA
FHI,Federated Hermes Inc,Financial,Asset Management,USA
FHN,First Horizon Corporation,Financial,Banks - Regional,USA
FI,Fiserv,,,
FIBK,First Interstate BancSystem Inc.,Financial,Banks - Regional,USA
FICO,Fair,,,
FIGS,Figs Inc,Consumer Cyclical,Apparel Manufacturing,USA
FIS,Fidelity National Information Services,,,
FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA
FIVE,Five Below Inc,Consumer Cyclical,Specialty Retail,USA
FIVN,Five9 Inc,Technology,Software - Infrastructure,USA
FIX,Comfort Systems USA,,,
FIZZ,National Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA
FL,Foot Locker Inc,Consumer Cyclical,Apparel Retail,USA
FLEX,Flex Ltd,Technology,Electronic Components,USA
FLNC,Fluence Energy Inc,Utilities,Utilities - Renewable,USA
FLO,Flowers Foods,,,
FLR,Fluor Corporation,Industrials,Engineering & Construction,USA
FLS,Flowserve Corp.,Industrials,Specialty Industrial Machinery,USA
FLT,Fleetcor Technologies Inc,Technology,Software - Infrastructure,USA
FLYW,Flywire Corp,Technology,Software - Infrastructure,USA
FMC,FMC Corp.,Basic Materials,Agricultural Inputs,USA
FMS,Fresenius Medical Care AG ADR,Healthcare,Medical Care Facilities,Germany
FNB,F.N.B. Corp.,Financial,Banks - Regional,USA
FND,Floor & Decor Holdings Inc,Consumer Cyclical,Home Improvement Retail,USA
FNF,Fidelity National Financial Inc,Financial,Insurance - Specialty,USA
FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada
FOLD,Amicus Therapeutics Inc,Healthcare,Biotechnology,USA
FOR,Forestar Group Inc,Real Estate,Real Estate - Development,USA
FORM,FormFactor Inc.,Technology,Semiconductors,USA
FOUR,Shift4 Payments Inc,Technology,Software - Infrastructure,USA
FOX,Fox Corporation,Communication Services,Entertainment,USA
FOXA,Fox Corporation,Communication Services,Entertainment,USA
FOXF,Fox Factory Holding Corp,Consumer Cyclical,Auto Parts,USA
FR,First Industrial Realty Trust,,,
FRME,First Merchants Corp.,Financial,Banks - Regional,USA
FROG,JFrog Ltd,Technology,Software - Application,USA
FRPT,Freshpet Inc,Consumer Defensive,Packaged Foods,USA
FRSH,Freshworks Inc,Technology,Software - Application,USA
FRT,Federal Realty Investment Trust.,Real Estate,REIT - Retail,USA
FSK,FS KKR Capital Corp.,Financial,Asset Management,USA
FSLR,First Solar Inc,Technology,Solar,USA
FSLY,Fastly Inc,Technology,Software - Application,USA
FSM,Fortuna Silver Mines Inc.,Basic Materials,Gold,Canada
FSS,Federal Signal Corp.,Industrials,Pollution & Treatment Controls,USA
FSV,FirstService Corp,Real Estate,Real Estate Services,Canada
FTAI,FTAI Aviation Ltd,Industrials,Rental & Leasing Services,USA
FTDR,Frontdoor Inc.,Consumer Cyclical,Personal Services,USA
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,USA
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA
FTRE,Fortrea Holdings Inc,Healthcare,Biotechnology,USA
FTS,Fortis Inc.,Utilities,Utilities - Regulated Electric,Canada
FTV,Fortive Corp,Technology,Scientific & Technical Instruments,USA
FUL,H.B. Fuller Company,Basic Materials,Specialty Chemicals,USA
FULT,Fulton Financial Corp.,Financial,Banks - Regional,USA
FUN,Cedar Fair L.P.,Consumer Cyclical,Leisure,USA
FWONA,Liberty Media Corp.,Communication Services,Entertainment,USA
FWONK,Liberty Media Corp.,Communication Services,Entertainment,USA
FWRD,Forward Air Corp.,Industrials,Integrated Freight & Logistics,USA
FWRG,First Watch Restaurant Group Inc,Consumer Cyclical,Restaurants,USA
FYBR,Frontier Communications Parent Inc,Communication Services,Telecom Services,USA
GATX,GATX Corp.,Industrials,Rental & Leasing Services,USA
GBCI,Glacier Bancorp,,,
GBDC,Golub Capital BDC,,,
GBTG,Global Business Travel Group Inc,Technology,Software - Application,USA
GBX,Greenbrier Cos.,,,
GD,General Dynamics Corp.,Industrials,Aerospace & Defense,USA
GDDY,Godaddy Inc,Technology,Software - Infrastructure,USA
GDEN,Golden Entertainment Inc,Consumer Cyclical,Resorts & Casinos,USA
GDRX,GoodRx Holdings Inc,Healthcare,Health Information Services,USA
GE,General Electric Co.,Industrials,Specialty Industrial Machinery,USA
GEF,Greif Inc,Consumer Cyclical,Packaging & Containers,USA
GEF-B,Greif Inc,Consumer Cyclical,Packaging & Containers,USA
GEHC,GE HealthCare Technologies Inc,Healthcare,Health Information Services,USA
GEL,Genesis Energy L.P.,Energy,Oil & Gas Midstream,USA
GEN,Gen Digital Inc,Technology,Software - Infrastructure,USA
GENI,Genius Sports Limited,Communication Services,Internet Content & Information,United Kingdom
GEO,Geo Group,,,
GERN,Geron Corp.,Healthcare,Biotechnology,USA
GES,Guess Inc.,Consumer Cyclical,Apparel Retail,USA
GETY,Getty Images Holdings Inc,Communication Services,Internet Content & Information,USA
GFF,Griffon Corp.,Industrials,Conglomerates,USA
GFL,GFL Environmental Inc.,Industrials,Waste Management,Canada
GFS,GlobalFoundries Inc,Technology,Semiconductors,USA
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,USA
GH,Guardant Health Inc,Healthcare,Diagnostics & Research,USA
GHC,Graham Holdings Co.,Consumer Defensive,Education & Training Services,USA
GIB,CGI Inc,Technology,Information Technology Services,Canada
GIC,Global Industrial Co,Industrials,Industrial Distribution,USA
GIII,G-III Apparel Group Ltd.,Consumer Cyclical,Apparel Manufacturing,USA
GIL,Gildan Activewear Inc,Consumer Cyclical,Apparel Manufacturing,Canada
GILD,Gilead Sciences,,,
GIS,General Mills,,,
GKOS,Glaukos Corporation,Healthcare,Medical Devices,USA
GL,Globe Life Inc,Financial,Insurance - Life,USA
GLOB,Globant S.A.,Technology,Information Technology Services,Luxembourg
GLP,Global Partners LP,Energy,Oil & Gas Midstream,USA
GLPG,Galapagos NV ADR,Healthcare,Biotechnology,Belgium
GLPI,Gaming and Leisure Properties Inc,Real Estate,REIT - Specialty,USA
GLW,Corning,,,
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA
GMAB,Genmab ADR,Healthcare,Biotechnology,Denmark
GME,Gamestop Corporation,Consumer Cyclical,Specialty Retail,USA
GMED,Globus Medical Inc,Healthcare,Medical Devices,USA
GMS,GMS Inc,Industrials,Building Products & Equipment,USA
GNL,Global Net Lease Inc,Real Estate,REIT - Diversified,USA
GNRC,Generac Holdings Inc,Industrials,Specialty Industrial Machinery,USA
