Expiration Date,Stock Symbol,"('2024-12-09', 'Call')","('2024-12-09', 'Put')","('2024-12-10', 'Call')","('2024-12-10', 'Put')","('2024-12-11', 'Call')","('2024-12-11', 'Put')","('2024-12-12', 'Call')","('2024-12-12', 'Put')","('2024-12-13', 'Call')","('2024-12-13', 'Put')",Separator,2024-12-13 (Put/Call),2024-12-12 (Put/Call),Total Calls,Total Puts
2024-12-20,COIN,751,0,"35,191","2,851",0,0,"119,741","11,564","29,163","2,577",,0.09,0.1,184846,16992
2024-12-20,AI,590,"2,661","153,052","5,354","5,999","3,227",0,0,"3,804",0,,0.0,0.0,163445,11242
2024-12-20,ADBE,0,0,0,0,0,0,"136,339","60,018","15,851","8,512",,0.54,0.44,152190,68530
2024-12-20,UPST,0,0,"3,975",0,0,0,"77,389","1,167","63,157","11,830",,0.19,0.02,144521,12997
2024-12-20,UAA,0,0,0,0,0,0,"139,084",0,0,0,,0.0,0.0,139084,0
2024-12-20,MARA,0,"1,941",0,0,"10,369",0,"9,431",0,"110,603","14,544",,0.13,0.0,130403,16485
2024-12-20,META,0,0,"1,939",0,"9,629","25,427",0,"5,905","117,328","5,103",,0.04,0.0,128896,36435
2024-12-20,MSFT,0,0,"5,293","1,396","1,191",543,"95,174","11,241","23,852","5,431",,0.23,0.12,125510,18611
2024-12-20,BABA,"8,442","5,357","77,799",0,0,0,"37,586",0,0,0,,0.0,0.0,123827,5357
2024-12-20,FTNT,"69,832",0,0,0,0,0,"36,439",0,"4,589",0,,0.0,0.0,110860,0
2024-12-20,COST,0,0,0,0,0,0,0,0,"107,890",890,,0.01,0.0,107890,890
2024-12-20,RVPH,"103,131",0,0,"1,414",0,0,0,0,0,0,,0.0,0.0,103131,1414
2024-12-20,CAVA,"100,150",0,0,0,0,0,0,0,0,0,,0.0,0.0,100150,0
2024-12-20,DOCU,"96,539",0,0,0,0,0,0,0,0,0,,0.0,0.0,96539,0
2024-12-20,UBER,0,0,0,0,"34,186",0,"5,789",0,"41,353",0,,0.0,0.0,81328,0
2024-12-20,HIMX,0,0,0,0,0,0,"76,643",0,0,0,,0.0,0.0,76643,0
2024-12-20,SMCI,"14,845","1,390","4,271",0,"25,711",0,"1,108","7,210","27,104","92,220",,3.4,6.51,73039,100820
2024-12-20,GSAT,0,0,"66,852",0,0,0,0,0,0,0,,0.0,0.0,66852,0
2024-12-20,TIGR,"65,609",0,0,0,0,0,0,0,0,"1,159",,0.0,0.0,65609,1159
2024-12-20,WBA,"13,812",0,"41,254","26,357",0,"5,062",0,0,"10,278",0,,0.0,0.0,65344,31419
2024-12-20,OLLI,0,0,"1,428",0,"46,323",0,"12,240",0,0,0,,0.0,0.0,59991,0
2024-12-20,GME,0,0,"1,768","7,466","54,450",0,0,0,"2,001",0,,0.0,0.0,58219,7466
2024-12-20,BJ,0,0,"25,084",0,"27,747",0,0,0,0,0,,0.0,0.0,52831,0
2024-12-20,LVS,"13,907",0,0,0,0,0,0,0,"38,340",0,,0.0,0.0,52247,0
2024-12-20,RIOT,"12,908","5,345",0,"3,475",0,0,"37,699","4,067",0,"15,761",,0.0,0.11,50607,28648
2024-12-20,ACHR,0,0,0,0,0,0,"36,795",0,"12,075",0,,0.0,0.0,48870,0
2024-12-20,PDD,"46,742",0,0,0,0,0,0,0,0,0,,0.0,0.0,46742,0
2024-12-20,ZM,"44,583",0,0,0,"1,688",0,0,0,0,0,,0.0,0.0,46271,0
2024-12-20,CVNA,0,0,"43,042",0,0,0,0,0,0,"20,195",,0.0,0.0,43042,20195
2024-12-20,KHC,0,0,0,0,0,0,0,0,"40,466",0,,0.0,0.0,40466,0
2024-12-20,SQ,0,0,0,0,0,0,"38,120",0,558,0,,0.0,0.0,38678,0
2024-12-20,BURL,0,0,0,0,"38,199",0,0,0,0,0,,0.0,0.0,38199,0
2024-12-20,PANW,"35,098",0,0,0,0,0,0,0,0,0,,0.0,0.0,35098,0
2024-12-20,MRVL,0,0,0,"1,093","1,203",0,0,0,"33,709","5,453",,0.16,0.0,34912,6546
2024-12-20,BTDR,0,0,0,0,0,0,"34,444","1,802",0,0,,0.0,0.05,34444,1802
2024-12-20,XOM,0,0,"7,371",0,"21,040",0,0,0,"5,364",682,,0.13,0.0,33775,682
2024-12-20,GLW,0,0,0,0,0,0,"22,569",0,"10,843",0,,0.0,0.0,33412,0
2024-12-20,INVZ,0,0,0,0,0,0,"29,841",0,0,0,,0.0,0.0,29841,0
2024-12-20,AAL,0,0,"28,540",0,0,0,0,0,0,0,,0.0,0.0,28540,0
2024-12-20,RH,0,0,0,0,0,0,0,0,"28,182",0,,0.0,0.0,28182,0
2024-12-20,SNOW,0,0,"20,586",0,0,0,0,0,"6,234",0,,0.0,0.0,26820,0
2024-12-20,CADL,0,0,0,0,"8,009","5,537","13,435","5,781","3,199",0,,0.0,0.43,24643,11318
2024-12-20,FSLY,"21,892",0,"1,098",0,0,0,0,0,0,0,,0.0,0.0,22990,0
2024-12-20,JOBY,0,0,0,0,"22,360",0,0,0,0,0,,0.0,0.0,22360,0
2024-12-20,NKLA,0,0,0,0,0,0,0,0,"22,176","12,251",,0.55,0.0,22176,12251
2024-12-20,RDDT,"21,739","8,547",0,0,0,0,0,0,0,0,,0.0,0.0,21739,8547
2024-12-20,QSI,0,0,"21,618",0,0,0,0,0,0,0,,0.0,0.0,21618,0
2024-12-20,BBAI,"21,022","13,492",0,0,0,0,0,0,0,0,,0.0,0.0,21022,13492
2024-12-20,TJX,0,0,"20,656",0,0,0,0,0,0,0,,0.0,0.0,20656,0
2024-12-20,X,0,"1,186",0,0,856,"7,832","19,718",0,0,0,,0.0,0.0,20574,9018
2024-12-20,LCID,"20,323",0,0,0,0,0,0,0,0,0,,0.0,0.0,20323,0
2024-12-20,AMGN,0,0,0,0,"18,880",0,0,0,0,0,,0.0,0.0,18880,0
2024-12-20,CRM,0,0,0,0,"17,886",0,0,0,0,0,,0.0,0.0,17886,0
2024-12-20,DDD,0,0,0,0,0,0,"17,583",0,0,0,,0.0,0.0,17583,0
2024-12-20,CIEN,836,0,0,0,"2,908","2,196","13,711",0,0,0,,0.0,0.0,17455,2196
2024-12-20,RBLX,0,0,0,0,"16,476",0,0,"3,023",0,0,,0.0,0.0,16476,3023
2024-12-20,INTC,0,0,"6,625",0,0,0,"9,119",0,0,0,,0.0,0.0,15744,0
2024-12-20,UAMY,"15,466",0,0,0,0,0,0,0,0,0,,0.0,0.0,15466,0
2024-12-20,MDB,0,0,"7,077","2,771",0,0,0,0,"8,083","1,123",,0.14,0.0,15160,3894
2024-12-20,ZK,"14,961",0,0,0,0,0,0,0,0,0,,0.0,0.0,14961,0
2024-12-20,ANF,0,0,"14,748",0,0,0,0,0,0,0,,0.0,0.0,14748,0
2024-12-20,PEG,"14,536",0,0,0,0,0,0,0,0,0,,0.0,0.0,14536,0
2024-12-20,OXY,"1,937",0,0,818,0,0,0,0,"12,520",696,,0.06,0.0,14457,1514
2024-12-20,ABNB,0,0,"12,480",0,0,0,0,0,"1,836",0,,0.0,0.0,14316,0
2024-12-20,TRVI,0,0,0,0,0,0,"14,071",0,0,0,,0.0,0.0,14071,0
2024-12-20,WBD,0,"8,686",0,0,0,0,"12,940","3,395",0,0,,0.0,0.26,12940,12081
2024-12-20,PINS,"12,377",0,0,0,0,"5,503",0,0,0,0,,0.0,0.0,12377,5503
2024-12-20,CVS,"8,093",0,0,0,820,"3,521","1,265",0,"2,017","8,148",,4.04,0.0,12195,11669
2024-12-20,QUBT,0,0,0,0,0,0,0,0,"12,149",0,,0.0,0.0,12149,0
2024-12-20,CHWY,0,0,0,0,"11,976",716,0,0,0,0,,0.0,0.0,11976,716
2024-12-20,ALLY,"11,773",0,0,0,0,0,0,0,0,0,,0.0,0.0,11773,0
2024-12-20,ZS,"10,741",0,0,0,0,0,0,0,909,0,,0.0,0.0,11650,0
2024-12-20,BILI,"11,566",0,0,840,0,0,0,0,0,0,,0.0,0.0,11566,840
2024-12-20,GRPN,"11,518",0,0,0,0,0,0,0,0,0,,0.0,0.0,11518,0
2024-12-20,KSS,0,0,"2,248",0,0,0,0,0,"9,151",0,,0.0,0.0,11399,0
2024-12-20,ALAB,0,0,"11,058",0,0,0,0,0,0,0,,0.0,0.0,11058,0
2024-12-20,ASTS,"9,145",0,0,0,0,0,921,0,0,0,,0.0,0.0,10066,0
2024-12-20,CLSK,0,0,0,0,680,0,"1,021",0,"8,231",0,,0.0,0.0,9932,0
2024-12-20,NFLX,0,0,0,0,0,"2,446",699,"2,458","8,903",0,,0.0,3.52,9602,4904
2024-12-20,MBLY,0,0,"9,167",0,0,0,0,0,0,0,,0.0,0.0,9167,0
2024-12-20,HUT,0,0,0,0,0,0,"8,759",0,0,0,,0.0,0.0,8759,0
2024-12-20,TGT,"7,166",749,0,0,"1,531",0,0,0,0,0,,0.0,0.0,8697,749
2024-12-20,TSM,0,0,0,0,0,0,0,0,"8,500","6,223",,0.73,0.0,8500,6223
2024-12-20,MRNA,0,0,0,0,"7,960",0,0,"2,075",0,0,,0.0,0.0,7960,2075
2024-12-20,MU,0,0,"7,651",0,0,0,0,0,0,0,,0.0,0.0,7651,0
2024-12-20,MTN,"7,382",0,0,0,0,0,0,0,0,0,,0.0,0.0,7382,0
2024-12-20,IONQ,0,0,"6,344",0,0,"5,334",0,0,841,0,,0.0,0.0,7185,5334
2024-12-20,LUNR,0,0,"1,429",0,"5,667",0,0,0,0,0,,0.0,0.0,7096,0
2024-12-20,VSTS,0,0,"7,091",0,0,0,0,0,0,0,,0.0,0.0,7091,0
2024-12-20,ORCL,"6,188",0,0,"2,649",750,0,0,0,0,0,,0.0,0.0,6938,2649
2024-12-20,APP,508,"16,787",0,"31,353","5,507","15,489",0,0,641,"15,405",,24.03,0.0,6656,79034
2024-12-20,DJT,"6,267",0,0,0,0,0,0,0,0,"1,821",,0.0,0.0,6267,1821
2024-12-20,GRRR,0,0,0,0,0,0,0,0,"5,982",0,,0.0,0.0,5982,0
2024-12-20,UGI,0,0,0,0,0,0,0,0,"5,859",0,,0.0,0.0,5859,0
2024-12-20,M,0,0,"5,762",0,0,0,0,0,0,0,,0.0,0.0,5762,0
2024-12-20,DVN,0,0,0,0,0,0,"2,192",0,"3,254",0,,0.0,0.0,5446,0
2024-12-20,AMT,0,0,"5,185",0,0,0,0,0,0,0,,0.0,0.0,5185,0
2024-12-20,MRK,0,0,0,0,940,0,0,0,"4,128",0,,0.0,0.0,5068,0
2024-12-20,RKLB,"4,456",0,0,0,0,0,0,0,575,0,,0.0,0.0,5031,0
2024-12-20,AJG,"1,159",0,"3,781",0,0,0,0,0,0,0,,0.0,0.0,4940,0
2024-12-20,RXRX,"4,752",0,0,0,0,0,0,0,0,0,,0.0,0.0,4752,0
2024-12-20,DTE,0,0,0,0,0,0,0,0,"4,734",0,,0.0,0.0,4734,0
2024-12-20,KVUE,0,0,"4,577",0,0,0,0,0,0,0,,0.0,0.0,4577,0
2024-12-20,MS,0,0,0,0,0,0,0,0,"4,573",0,,0.0,0.0,4573,0
2024-12-20,DXCM,"4,516",0,0,0,0,0,0,0,0,"1,719",,0.0,0.0,4516,1719
2024-12-20,HSY,"4,450",0,0,0,0,0,0,0,0,0,,0.0,0.0,4450,0
2024-12-20,IOVA,0,0,"4,379",0,0,0,0,0,0,0,,0.0,0.0,4379,0
2024-12-20,BA,"1,317",0,"1,081","3,683",0,"1,217","1,613",0,0,0,,0.0,0.0,4011,4900
2024-12-20,DELL,0,0,"1,952",0,0,0,0,0,"2,057",0,,0.0,0.0,4009,0
2024-12-20,RCAT,0,0,0,0,0,0,0,0,"3,891",0,,0.0,0.0,3891,0
2024-12-20,PYPL,0,0,0,0,0,0,"3,707",0,0,"1,518",,0.0,0.0,3707,1518
2024-12-20,SHEL,0,0,0,0,554,0,0,0,"3,003",0,,0.0,0.0,3557,0
2024-12-20,VST,"3,477","2,712",0,0,0,0,0,0,0,0,,0.0,0.0,3477,2712
2024-12-20,SG,0,0,"3,351",0,0,0,0,0,0,0,,0.0,0.0,3351,0
2024-12-20,CPIX,0,0,"3,280",0,0,0,0,0,0,0,,0.0,0.0,3280,0
2024-12-20,AFRM,0,0,0,0,0,0,"2,378",625,788,0,,0.0,0.26,3166,625
2024-12-20,DKNG,0,0,0,0,0,0,"3,079",0,0,0,,0.0,0.0,3079,0
2024-12-20,BBWI,0,0,0,0,0,0,0,0,"2,982",0,,0.0,0.0,2982,0
2024-12-20,AXP,"2,954","1,983",0,0,0,0,0,0,0,0,,0.0,0.0,2954,1983
2024-12-20,BRZE,"2,636","3,735",0,0,0,0,0,0,0,0,,0.0,0.0,2636,3735
2024-12-20,WGO,"2,354","1,180",0,0,0,0,0,0,0,0,,0.0,0.0,2354,1180
2024-12-20,ATEC,"2,254",0,0,0,0,0,0,0,0,0,,0.0,0.0,2254,0
2024-12-20,BP,"2,243",0,0,0,0,0,0,0,0,0,,0.0,0.0,2243,0
2024-12-20,LOVE,0,0,0,0,"2,214",0,0,0,0,0,,0.0,0.0,2214,0
2024-12-20,BIDU,"2,076",0,0,0,0,0,0,0,0,0,,0.0,0.0,2076,0
2024-12-20,BGS,"2,021",0,0,0,0,0,0,0,0,0,,0.0,0.0,2021,0
2024-12-20,ALC,0,0,0,0,0,0,0,0,"2,010",0,,0.0,0.0,2010,0
2024-12-20,JNJ,0,0,0,0,0,0,0,0,"1,993",0,,0.0,0.0,1993,0
2024-12-20,QBTS,0,"4,339","1,890",0,0,0,0,0,0,0,,0.0,0.0,1890,4339
2024-12-20,WSM,0,0,0,0,0,0,"1,857",0,0,0,,0.0,0.0,1857,0
2024-12-20,PL,0,"5,517","1,806",0,0,0,0,0,0,0,,0.0,0.0,1806,5517
2024-12-20,CWH,0,0,"1,801",0,0,0,0,0,0,0,,0.0,0.0,1801,0
2024-12-20,DBX,0,0,0,0,"1,769",0,0,0,0,0,,0.0,0.0,1769,0
2024-12-20,BYND,0,0,0,0,"1,760",0,0,0,0,0,,0.0,0.0,1760,0
2024-12-20,SFIX,0,0,0,0,0,0,696,0,"1,018",0,,0.0,0.0,1714,0
2024-12-20,PLAY,0,0,"1,141","14,286",519,"2,444",0,0,0,0,,0.0,0.0,1660,16730
2024-12-20,HON,0,0,0,0,0,0,"1,622",0,0,0,,0.0,0.0,1622,0
2024-12-20,NVTS,0,0,0,0,"1,574",0,0,0,0,0,,0.0,0.0,1574,0
2024-12-20,EA,0,0,"1,500","1,513",0,0,0,0,0,0,,0.0,0.0,1500,1513
2024-12-20,CTAS,"1,492",0,0,0,0,0,0,0,0,0,,0.0,0.0,1492,0
2024-12-20,UNH,0,0,714,0,767,0,0,"2,173",0,0,,0.0,0.0,1481,2173
2024-12-20,ELF,"1,459",0,0,0,0,0,0,0,0,0,,0.0,0.0,1459,0
2024-12-20,SAVA,0,0,0,0,"1,428",0,0,0,0,0,,0.0,0.0,1428,0
2024-12-20,ERO,"1,360",0,0,0,0,0,0,0,0,0,,0.0,0.0,1360,0
2024-12-20,DG,0,0,687,0,0,0,0,0,671,620,,0.92,0.0,1358,620
2024-12-20,QS,0,0,0,0,"1,344",0,0,0,0,0,,0.0,0.0,1344,0
2024-12-20,FLNC,0,0,0,0,0,0,"1,313",0,0,0,,0.0,0.0,1313,0
2024-12-20,BIRK,0,0,0,0,0,0,"1,272",0,0,0,,0.0,0.0,1272,0
2024-12-20,OMC,"1,261",0,0,0,0,0,0,0,0,0,,0.0,0.0,1261,0
2024-12-20,VALE,0,0,0,0,0,0,"1,222",0,0,0,,0.0,0.0,1222,0
2024-12-20,BEKE,"1,161",0,0,0,0,0,0,0,0,0,,0.0,0.0,1161,0
2024-12-20,NNOX,"1,135",0,0,0,0,0,0,0,0,0,,0.0,0.0,1135,0
2024-12-20,ASAN,"1,057",0,0,0,0,0,0,0,0,0,,0.0,0.0,1057,0
2024-12-20,WOLF,0,0,0,0,0,0,0,0,"1,041",0,,0.0,0.0,1041,0
2024-12-20,AMSC,0,0,0,0,0,0,"1,033",0,0,0,,0.0,0.0,1033,0
2024-12-20,COF,0,0,"1,007",0,0,0,0,0,0,0,,0.0,0.0,1007,0
2024-12-20,UPWK,0,0,"1,000",0,0,0,0,0,0,0,,0.0,0.0,1000,0
2024-12-20,WMT,0,"3,159",0,"39,261",940,"3,796",0,0,0,0,,0.0,0.0,940,46216
2024-12-20,AXON,0,0,0,0,0,0,0,0,935,0,,0.0,0.0,935,0
2024-12-20,JPM,0,0,0,0,0,0,923,0,0,0,,0.0,0.0,923,0
2024-12-20,SIRI,0,0,0,0,0,0,0,0,827,0,,0.0,0.0,827,0
2024-12-20,LOOP,0,0,0,0,0,0,0,0,811,0,,0.0,0.0,811,0
2024-12-20,KMI,0,0,0,0,0,0,804,0,0,0,,0.0,0.0,804,0
2024-12-20,NNE,0,0,0,0,0,0,800,0,0,0,,0.0,0.0,800,0
2024-12-20,NKE,0,0,0,0,786,0,0,0,0,0,,0.0,0.0,786,0
2024-12-20,MOMO,751,0,0,0,0,0,0,0,0,0,,0.0,0.0,751,0
2024-12-20,ELV,0,0,0,0,750,0,0,0,0,0,,0.0,0.0,750,0
2024-12-20,KURA,0,0,723,0,0,0,0,0,0,0,,0.0,0.0,723,0
2024-12-20,RIVN,698,"3,525",0,"1,356",0,0,0,0,0,"15,316",,0.0,0.0,698,20197
2024-12-20,FDX,0,0,0,0,696,0,0,744,0,0,,0.0,0.0,696,744
2024-12-20,U,0,0,682,0,0,0,0,0,0,"1,445",,0.0,0.0,682,1445
2024-12-20,ASO,0,0,0,0,0,0,0,0,681,0,,0.0,0.0,681,0
2024-12-20,APO,667,0,0,0,0,0,0,0,0,0,,0.0,0.0,667,0
2024-12-20,FCEL,0,0,0,0,0,0,666,0,0,0,,0.0,0.0,666,0
2024-12-20,SATL,646,0,0,0,0,0,0,0,0,0,,0.0,0.0,646,0
2024-12-20,HQY,586,0,0,0,0,0,0,0,0,0,,0.0,0.0,586,0
2024-12-20,DLTR,566,0,0,0,0,0,0,0,0,0,,0.0,0.0,566,0
2024-12-20,AUPH,0,0,565,0,0,0,0,0,0,0,,0.0,0.0,565,0
2024-12-20,CAKE,0,0,553,0,0,0,0,0,0,0,,0.0,0.0,553,0
2024-12-20,FHN,0,0,0,0,0,0,538,0,0,0,,0.0,0.0,538,0
2024-12-20,INOD,533,0,0,0,0,0,0,0,0,0,,0.0,0.0,533,0
2024-12-20,MMM,0,0,0,0,0,0,0,0,531,0,,0.0,0.0,531,0
2024-12-20,GLNG,0,0,0,0,0,0,0,0,521,0,,0.0,0.0,521,0
2024-12-20,ICLR,0,0,512,0,0,0,0,0,0,0,,0.0,0.0,512,0
2024-12-20,SERV,0,0,512,0,0,0,0,0,0,0,,0.0,0.0,512,0
2024-12-20,LMND,0,0,0,0,508,0,0,0,0,0,,0.0,0.0,508,0
2024-12-20,CXW,0,0,501,0,0,0,0,0,0,0,,0.0,0.0,501,0
2024-12-20,ADCT,0,0,0,0,0,"1,856",0,0,0,0,,0.0,0.0,0,1856
2024-12-20,ANET,0,0,0,0,0,0,0,0,0,"5,215",,0.0,0.0,0,5215
2024-12-20,AQN,0,0,0,0,0,0,0,"4,530",0,0,,0.0,0.0,0,4530
2024-12-20,BAC,0,0,0,0,0,0,0,0,0,"3,783",,0.0,0.0,0,3783
2024-12-20,BAH,0,0,0,0,0,910,0,"11,220",0,0,,0.0,0.0,0,12130
2024-12-20,BB,0,0,0,"2,200",0,0,0,0,0,0,,0.0,0.0,0,2200
2024-12-20,BE,0,0,0,658,0,0,0,0,0,0,,0.0,0.0,0,658
2024-12-20,C,0,"7,306",0,0,0,0,0,0,0,0,,0.0,0.0,0,7306
2024-12-20,CCJ,0,0,0,584,0,0,0,0,0,0,,0.0,0.0,0,584
2024-12-20,CIFR,0,0,0,0,0,0,0,"3,011",0,0,,0.0,0.0,0,3011
2024-12-20,CLF,0,0,0,0,0,0,0,"1,404",0,"9,404",,0.0,0.0,0,10808
2024-12-20,CLX,0,0,0,0,0,0,0,0,0,997,,0.0,0.0,0,997
2024-12-20,CMCSA,0,0,0,0,0,"4,646",0,0,0,0,,0.0,0.0,0,4646
2024-12-20,DAL,0,0,0,0,0,0,0,"15,668",0,0,,0.0,0.0,0,15668
2024-12-20,DOV,0,0,0,"1,203",0,0,0,0,0,0,,0.0,0.0,0,1203
2024-12-20,EH,0,0,0,0,0,"6,248",0,0,0,0,,0.0,0.0,0,6248
2024-12-20,ENPH,0,0,0,0,0,0,0,"2,224",0,0,,0.0,0.0,0,2224
2024-12-20,ETN,0,0,0,0,0,0,0,"3,384",0,0,,0.0,0.0,0,3384
2024-12-20,FERG,0,"2,699",0,0,0,0,0,0,0,0,,0.0,0.0,0,2699
2024-12-20,FIS,0,0,0,0,0,"1,100",0,0,0,0,,0.0,0.0,0,1100
2024-12-20,FOUR,0,"2,060",0,0,0,0,0,0,0,0,,0.0,0.0,0,2060
2024-12-20,FTRE,0,0,0,0,0,0,0,"1,000",0,0,,0.0,0.0,0,1000
2024-12-20,GM,0,0,0,"4,946",0,0,0,0,0,0,,0.0,0.0,0,4946
2024-12-20,HIMS,0,0,0,"8,886",0,0,0,0,0,572,,0.0,0.0,0,9458
2024-12-20,HOG,0,0,0,0,0,0,0,0,0,"1,950",,0.0,0.0,0,1950
2024-12-20,HOOD,0,"2,475",0,"8,581",0,0,0,500,0,"8,005",,0.0,0.0,0,19561
2024-12-20,IBKR,0,0,0,"1,082",0,0,0,0,0,0,,0.0,0.0,0,1082
2024-12-20,IBM,0,"3,221",0,0,0,0,0,0,0,0,,0.0,0.0,0,3221
2024-12-20,LEN,0,"1,353",0,0,0,0,0,0,0,"2,101",,0.0,0.0,0,3454
2024-12-20,LOW,0,0,0,0,0,0,0,0,0,"2,305",,0.0,0.0,0,2305
2024-12-20,MCHP,0,0,0,"1,352",0,0,0,0,0,0,,0.0,0.0,0,1352
2024-12-20,ON,0,0,0,0,0,0,0,0,0,"1,671",,0.0,0.0,0,1671
2024-12-20,PENN,0,0,0,0,0,0,0,0,0,875,,0.0,0.0,0,875
2024-12-20,PFE,0,0,0,"46,213",0,0,0,0,0,0,,0.0,0.0,0,46213
2024-12-20,PG,0,0,0,0,0,0,0,0,0,"1,736",,0.0,0.0,0,1736
2024-12-20,PTON,0,0,0,0,0,0,0,916,0,0,,0.0,0.0,0,916
2024-12-20,PZZA,0,0,0,0,0,"1,076",0,0,0,0,,0.0,0.0,0,1076
2024-12-20,RBRK,0,0,0,751,0,0,0,0,0,0,,0.0,0.0,0,751
2024-12-20,RUN,0,"8,713",0,0,0,0,0,0,0,0,,0.0,0.0,0,8713
2024-12-20,SCHW,0,0,0,0,0,0,0,0,0,"6,249",,0.0,0.0,0,6249
2024-12-20,SHOP,0,0,0,0,0,591,0,"36,551",0,0,,0.0,0.0,0,37142
2024-12-20,SMR,0,0,0,"2,157",0,0,0,0,0,0,,0.0,0.0,0,2157
2024-12-20,SNAP,0,0,0,0,0,"1,603",0,0,0,"10,334",,0.0,0.0,0,11937
2024-12-20,SPOT,0,0,0,0,0,"3,427",0,0,0,"3,401",,0.0,0.0,0,6828
2024-12-20,STLD,0,0,0,0,0,0,0,"1,804",0,0,,0.0,0.0,0,1804
2024-12-20,TECK,0,567,0,0,0,0,0,0,0,0,,0.0,0.0,0,567
2024-12-20,V,0,0,0,0,0,870,0,0,0,0,,0.0,0.0,0,870
2024-12-20,VAL,0,0,0,0,0,0,0,"5,755",0,0,,0.0,0.0,0,5755
2024-12-27,TSLA,"37,677","7,251","291,918","28,267","240,803","26,691","358,183","14,628","502,136","32,255",,0.06,0.04,1430717,109092
2024-12-27,AMZN,"180,280",0,"3,455",0,"20,483","1,503","399,081",985,"43,300",0,,0.0,0.0,646599,2488
2024-12-27,AVGO,0,0,0,0,0,0,"221,943","2,142","249,824","36,362",,0.15,0.01,471767,38504
2024-12-27,GOOGL,0,0,"242,587","1,913","174,523","3,740","11,328","1,987","12,637",0,,0.0,0.18,441075,7640
2024-12-27,AMD,"7,317",0,"10,467","5,221","45,283",0,"18,940",0,"296,193","7,433",,0.03,0.0,378200,12654
2024-12-27,NVDA,0,0,"3,809",0,0,"4,244",0,0,"189,591","33,707",,0.18,0.0,193400,37951
2024-12-27,UBER,0,0,0,0,0,572,"161,407",0,"1,236",0,,0.0,0.0,162643,572
2024-12-27,INTC,0,0,"4,513",0,0,0,"120,781",0,0,0,,0.0,0.0,125294,0
2024-12-27,GRAB,"113,770",0,0,0,0,0,0,0,0,0,,0.0,0.0,113770,0
2024-12-27,SNOW,0,0,0,0,0,0,"59,482",0,"50,407",0,,0.0,0.0,109889,0
2024-12-27,TSM,0,897,0,0,0,0,"2,604",0,"83,674","4,405",,0.05,0.0,86278,5302
2024-12-27,META,"23,604",0,0,0,0,0,"59,425",0,0,0,,0.0,0.0,83029,0
2024-12-27,AAPL,0,"17,629","4,067","1,567","13,916","35,471",0,0,"62,766","36,581",,0.58,0.0,80749,91248
2024-12-27,SOFI,0,0,0,0,0,0,"64,019",0,0,0,,0.0,0.0,64019,0
2024-12-27,GOOG,0,0,"17,847",616,"37,156","1,364","3,312",0,0,0,,0.0,0.0,58315,1980
2024-12-27,BA,0,"3,199",0,0,754,"2,431","34,643",0,"14,260",0,,0.0,0.0,49657,5630
2024-12-27,RIOT,"5,979",0,0,0,"3,539",0,"26,696",0,"11,254","2,655",,0.24,0.0,47468,2655
2024-12-27,MSFT,0,0,"39,690",0,500,0,731,0,0,0,,0.0,0.0,40921,0
2024-12-27,SMCI,"38,345",0,"1,290",501,0,0,0,0,0,0,,0.0,0.0,39635,501
2024-12-27,ARM,0,0,0,0,0,0,"2,734",0,"24,051",0,,0.0,0.0,26785,0
2024-12-27,CVS,0,0,0,0,"11,294",0,"2,988",0,"5,524",0,,0.0,0.0,19806,0
2024-12-27,WULF,0,0,0,0,0,0,"19,275",0,0,0,,0.0,0.0,19275,0
2024-12-27,PDD,"15,843",0,0,0,501,"2,455",0,0,0,0,,0.0,0.0,16344,2455
2024-12-27,PLTR,"6,066","3,134",0,0,"5,055",0,"4,896",0,0,968,,0.0,0.0,16017,4102
2024-12-27,ADBE,0,0,0,0,0,0,"13,751","2,692",0,0,,0.0,0.2,13751,2692
2024-12-27,DJT,"4,994",0,0,0,0,0,"7,575",0,0,0,,0.0,0.0,12569,0
2024-12-27,FSLY,"11,953",0,0,0,0,0,0,0,0,0,,0.0,0.0,11953,0
2024-12-27,WBA,0,0,"7,262",0,0,0,0,0,"3,094",0,,0.0,0.0,10356,0
2024-12-27,BABA,"1,621",0,0,0,"6,213",771,0,0,"1,010",0,,0.0,0.0,8844,771
2024-12-27,MSTR,0,0,0,0,"7,349",0,0,"38,126","1,017",0,,0.0,0.0,8366,38126
2024-12-27,WMT,"7,841",0,0,0,0,0,0,0,0,0,,0.0,0.0,7841,0
2024-12-27,SOUN,"2,698",0,0,602,0,0,0,0,"4,945","4,036",,0.82,0.0,7643,4638
2024-12-27,IONQ,0,0,0,0,"4,797",0,0,0,"1,541",0,,0.0,0.0,6338,0
2024-12-27,CLSK,"5,384",0,0,0,830,0,0,0,0,0,,0.0,0.0,6214,0
2024-12-27,RBLX,0,0,0,0,"1,535",0,"3,781",0,0,0,,0.0,0.0,5316,0
2024-12-27,AI,0,0,"4,694",0,0,0,0,0,0,0,,0.0,0.0,4694,0
2024-12-27,RDDT,"2,672",0,0,0,0,0,"1,437",0,0,0,,0.0,0.0,4109,0
2024-12-27,BRK.B,"4,068",0,0,0,0,0,0,0,0,0,,0.0,0.0,4068,0
2024-12-27,ORCL,0,"1,341","1,459",0,"2,451",535,0,0,0,527,,0.0,0.0,3910,2403
2024-12-27,DELL,0,0,0,0,"3,765",0,0,0,0,0,,0.0,0.0,3765,0
